401,200
460,400
440,600
345,800
400,1000
419,1200
385,1400
329,1600
312,1800
330,2000
2301,2200
347,2400
354,2600
337,2800
378,3000
328,3200
349,3400
350,3600
368,3800
357,4000
321,4200
387,4400
362,4600
354,4800
353,5000
2802,5200
367,5400
1787,5600
337,5800
365,6000
317,6200
353,6400
365,6600
408,6800
364,7000
366,7200
2096,7400
2453,7600
304,7800
360,8000
320,8200
335,8400
363,8600
568,8800
345,9000
336,9200
2004,9400
1897,9600
334,9800
352,10000
379,10200
354,10400
348,10600
353,10800
363,11000
367,11200
1977,11400
1489,11600
373,11800
2384,12000
381,12200
2353,12400
1710,12600
351,12800
377,13000
366,13200
430,13400
369,13600
381,13800
408,14000
2486,14200
408,14400
2510,14600
439,14800
2785,15000
416,15200
400,15400
404,15600
428,15800
460,16000
514,16200
412,16400
2750,16600
412,16800
382,17000
3077,17200
608,17400
435,17600
571,17800
370,18000
438,18200
442,18400
396,18600
570,18800
621,19000
765,19200
764,19400
2552,19600
444,19800
733,20000
391,20200
836,20400
430,20600
372,20800
422,21000
493,21200
731,21400
398,21600
2147,21800
400,22000
802,22200
390,22400
369,22600
454,22800
419,23000
562,23200
407,23400
402,23600
2353,23800
524,24000
2035,24200
647,24400
437,24600
576,24800
571,25000
530,25200
563,25400
612,25600
691,25800
813,26000
1469,26200
610,26400
723,26600
786,26800
1043,27000
626,27200
625,27400
860,27600
2219,27800
488,28000
842,28200
946,28400
1012,28600
806,28800
873,29000
801,29200
908,29400
1987,29600
488,29800
825,30000
774,30200
845,30400
851,30600
897,30800
862,31000
675,31200
917,31400
838,31600
878,31800
1012,32000
957,32200
909,32400
845,32600
1154,32800
1059,33000
998,33200
1050,33400
1038,33600
876,33800
475,34000
1001,34200
916,34400
1236,34600
1047,34800
1012,35000
1022,35200
1129,35400
1034,35600
1164,35800
1110,36000
1148,36200
1222,36400
1265,36600
1103,36800
1223,37000
1161,37200
1323,37400
1205,37600
1274,37800
1196,38000
418,38200
1083,38400
1247,38600
1547,38800
1328,39000
1221,39200
1319,39400
1292,39600
1396,39800
1366,40000
1471,40200
1252,40400
1469,40600
1221,40800
1320,41000
1317,41200
1362,41400
1228,41600
1653,41800
1362,42000
1416,42200
512,42400
1579,42600
1394,42800
1430,43000
1648,43200
1528,43400
1497,43600
1512,43800
1603,44000
1566,44200
1893,44400
1707,44600
1738,44800
1447,45000
1902,45200
2036,45400
1724,45600
1940,45800
1823,46000
1703,46200
1712,46400
687,46600
1429,46800
1993,47000
1818,47200
1716,47400
1587,47600
1853,47800
1910,48000
1854,48200
1808,48400
2082,48600
1875,48800
1883,49000
1853,49200
1948,49400
1960,49600
1876,49800
1854,50000
2108,50200
2231,50400
2069,50600
1026,50800
2075,51000
1539,51200
2131,51400
2022,51600
2224,51800
2307,52000
1757,52200
2044,52400
2048,52600
2279,52800
2053,53000
2071,53200
1976,53400
2213,53600
2218,53800
2010,54000
2206,54200
2318,54400
2290,54600
1966,54800
3227,55000
2158,55200
2387,55400
2067,55600
2448,55800
2246,56000
2056,56200
2206,56400
2391,56600
2468,56800
2474,57000
2322,57200
2248,57400
2240,57600
2691,57800
2547,58000
2659,58200
2437,58400
2886,58600
2551,58800
3738,59000
2234,59200
733,59400
1832,59600
2468,59800
2446,60000
2329,60200
2721,60400
2346,60600
2575,60800
2497,61000
2513,61200
2673,61400
2795,61600
2709,61800
2541,62000
2455,62200
616,62400
1970,62600
2436,62800
2765,63000
2779,63200
3863,63400
2704,63600
2718,63800
2577,64000
3053,64200
3146,64400
2871,64600
602,64800
2057,65000
3100,65200
3063,65400
911956,65600
